,Date,,Price,,Open,,High,,Low,,Vol.,,Change %,
,Apr 26 2015,,2108.29,,2119.29,,2125.92,,2077.59,,-,,-0.44%,
,Apr 19 2015,,2117.69,,2084.11,,2120.92,,2084.11,,-,,1.75%,
,Apr 12 2015,,2081.18,,2102.03,,2111.91,,2072.37,,-,,-0.99%,
,Apr 05 2015,,2102.06,,2064.87,,2102.61,,2056.52,,-,,1.70%,
,Mar 29 2015,,2066.96,,2064.11,,2088.97,,2048.38,,-,,0.29%,
,Mar 22 2015,,2061.02,,2107.99,,2114.86,,2045.50,,-,,-2.23%,
,Mar 15 2015,,2108.10,,2055.35,,2113.92,,2055.35,,-,,2.66%,
,Mar 08 2015,,2053.40,,2072.25,,2083.49,,2039.69,,-,,-0.86%,
,Mar 01 2015,,2071.26,,2105.23,,2117.52,,2067.27,,-,,-1.58%,
,Feb 22 2015,,2104.50,,2109.83,,2119.59,,2103.00,,-,,-0.27%,
,Feb 15 2015,,2110.30,,2096.47,,2110.61,,2085.44,,-,,0.63%,
,Feb 08 2015,,2096.99,,2053.47,,2097.03,,2041.88,,-,,2.02%,
,Feb 01 2015,,2055.47,,1996.67,,2072.40,,1980.90,,-,,3.03%,
,Jan 25 2015,,1994.99,,2050.42,,2057.62,,1989.18,,-,,-2.77%,
,Jan 18 2015,,2051.82,,2020.76,,2064.62,,2004.49,,-,,1.60%,
,Jan 11 2015,,2019.42,,2046.13,,2056.93,,1988.12,,-,,-1.24%,
,Jan 04 2015,,2044.81,,2054.44,,2064.43,,1992.44,,-,,-0.65%,
,Dec 28 2014,,2058.20,,2087.63,,2093.55,,2046.04,,-,,-1.46%,
,Dec 21 2014,,2088.77,,2069.28,,2092.70,,2069.28,,-,,0.88%,
,Dec 14 2014,,2070.65,,2005.03,,2077.85,,1972.56,,-,,3.41%,
,Dec 07 2014,,2002.33,,2074.84,,2075.78,,2002.33,,-,,-3.52%,
,Nov 30 2014,,2075.37,,2065.78,,2079.47,,2049.57,,-,,0.38%,
,Nov 23 2014,,2067.56,,2065.07,,2075.76,,2064.75,,-,,0.20%,
,Nov 16 2014,,2063.50,,2038.29,,2071.46,,2034.46,,-,,1.16%,
,Nov 09 2014,,2039.82,,2032.01,,2046.18,,2030.17,,-,,0.39%,
,Nov 02 2014,,2031.92,,2018.21,,2034.26,,2001.01,,-,,0.69%,
,Oct 26 2014,,2018.05,,1962.97,,2018.19,,1951.37,,-,,2.72%,
,Oct 19 2014,,1964.58,,1885.62,,1965.27,,1882.30,,-,,4.12%,
,Oct 12 2014,,1886.76,,1905.65,,1912.09,,1820.66,,-,,-1.02%,
,Oct 05 2014,,1906.13,,1970.01,,1977.84,,1906.05,,-,,-3.14%,
,Sep 28 2014,,1967.90,,1978.96,,1985.17,,1926.03,,-,,-0.75%,
,Sep 21 2014,,1982.85,,2009.08,,2009.08,,1965.99,,-,,-1.37%,
,Sep 14 2014,,2010.40,,1986.04,,2019.26,,1978.48,,-,,1.25%,
,Sep 07 2014,,1985.54,,2007.17,,2007.17,,1980.26,,-,,-1.10%,
,Aug 31 2014,,2007.71,,2004.07,,2011.17,,1990.10,,-,,0.22%,
,Aug 24 2014,,2003.37,,1991.74,,2005.04,,1990.52,,-,,0.75%,
,Aug 17 2014,,1988.40,,1958.36,,1994.76,,1958.36,,-,,1.71%,
,Aug 10 2014,,1955.06,,1933.43,,1964.04,,1928.29,,-,,1.22%,
,Aug 03 2014,,1931.59,,1926.62,,1942.92,,1904.78,,-,,0.33%,
,Jul 27 2014,,1925.15,,1978.25,,1984.85,,1916.37,,-,,-2.69%,
,Jul 20 2014,,1978.34,,1976.93,,1991.39,,1965.77,,-,,0.01%,
,Jul 13 2014,,1978.22,,1969.86,,1983.94,,1955.59,,-,,0.54%,
,Jul 06 2014,,1967.57,,1984.22,,1984.22,,1952.86,,-,,-0.90%,
,Jun 29 2014,,1985.44,,1960.79,,1985.59,,1958.22,,-,,1.25%,
,Jun 22 2014,,1960.96,,1962.92,,1968.17,,1944.69,,-,,-0.10%,
,Jun 15 2014,,1962.87,,1934.84,,1963.91,,1930.91,,-,,1.38%,
,Jun 08 2014,,1936.16,,1948.97,,1955.55,,1925.78,,-,,-0.68%,
,Jun 01 2014,,1949.44,,1923.87,,1949.44,,1915.98,,-,,1.34%,
,May 25 2014,,1923.57,,1902.01,,1924.03,,1902.01,,-,,1.21%,
,May 18 2014,,1900.53,,1876.66,,1901.26,,1868.14,,-,,1.21%,
,May 11 2014,,1877.86,,1880.03,,1902.17,,1862.36,,-,,-0.03%,
,May 04 2014,,1878.48,,1879.45,,1889.07,,1859.79,,-,,-0.14%,
,Apr 27 2014,,1881.14,,1865.00,,1891.33,,1850.61,,-,,0.95%,
,Apr 20 2014,,1863.40,,1865.79,,1884.89,,1859.70,,-,,-0.08%,
,Apr 13 2014,,1864.85,,1818.18,,1869.63,,1815.80,,-,,2.71%,
,Apr 06 2014,,1815.69,,1863.92,,1872.53,,1814.36,,-,,-2.65%,
,Mar 30 2014,,1865.09,,1859.16,,1897.28,,1859.16,,-,,0.40%,
,Mar 23 2014,,1857.62,,1867.67,,1875.92,,1842.11,,-,,-0.48%,
,Mar 16 2014,,1866.52,,1842.81,,1883.97,,1842.81,,-,,1.38%,
,Mar 09 2014,,1841.13,,1877.86,,1882.35,,1839.57,,-,,-1.97%,
,Mar 02 2014,,1878.04,,1857.68,,1883.57,,1834.44,,-,,1.00%,
,Feb 23 2014,,1859.45,,1836.78,,1867.92,,1836.78,,-,,1.26%,
,Feb 16 2014,,1836.25,,1839.03,,1847.50,,1824.58,,-,,-0.13%,
,Feb 09 2014,,1838.63,,1796.20,,1841.65,,1791.83,,-,,2.32%,
,Feb 02 2014,,1797.02,,1782.68,,1798.03,,1737.92,,-,,0.81%,
,Jan 26 2014,,1782.59,,1791.03,,1798.77,,1770.45,,-,,-0.43%,
,Jan 19 2014,,1790.29,,1841.05,,1849.31,,1790.29,,-,,-2.63%,
,Jan 12 2014,,1838.70,,1841.26,,1850.84,,1815.52,,-,,-0.20%,
,Jan 05 2014,,1842.37,,1832.31,,1843.23,,1823.73,,-,,0.60%,
,Dec 29 2013,,1831.37,,1841.47,,1849.44,,1827.74,,-,,-0.54%,
,Dec 22 2013,,1841.40,,1822.92,,1844.89,,1822.92,,-,,1.27%,
,Dec 15 2013,,1818.32,,1777.48,,1823.75,,1767.99,,-,,2.42%,
,Dec 08 2013,,1775.32,,1806.21,,1811.52,,1772.28,,-,,-1.65%,
,Dec 01 2013,,1805.09,,1806.55,,1810.02,,1779.09,,-,,-0.04%,
,Nov 24 2013,,1805.81,,1806.33,,1813.55,,1800.58,,-,,0.06%,
,Nov 17 2013,,1804.76,,1798.82,,1804.84,,1777.23,,-,,0.37%,
,Nov 10 2013,,1798.18,,1769.96,,1798.22,,1760.64,,-,,1.56%,
,Nov 03 2013,,1770.61,,1763.40,,1774.54,,1746.20,,-,,0.51%,
